Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_1_C5383762_1	2524	2398	2451	ISMex27	2493	2440	2493	0.9	--	0	54	67.9	6e-11	length=2524 	Family:IS21
ZS_1_C5384482_1	2920	1278	1332	ISRme9	2688	1294	1348	0.92	--	0	55	77.8	8e-14	length=2920 	Family:IS21
ZS_1_scaffold10308_9	26480	9651	9710	ISAli4	1324	814	873	0.93	--	0	60	87.7	7e-16	length=26480 	Family:IS3
ZS_1_scaffold10578_2	1035	886	956	ISMaq7	1379	1072	1142	0.9	--	0	71	85.7	1e-16	length=1035 	Family:IS256
ZS_1_scaffold105_7	1688	345	402	ISVei6	1688	1363	1306	0.96	--	0	58	99.6	1e-20	length=1688 	Family:IS1182
ZS_1_scaffold108467_2	1533	20	1320	ISCte2	1301	1	1301	0.99	--	0	1301	2529	0.0	length=1533 	Family:IS3
ZS_1_scaffold11047_2	986	275	327	IS1051	1158	686	634	0.9	--	0	53	65.9	1e-10	length=986 	Family:IS5
ZS_1_scaffold11088_2	781	151	217	ISMca3	1320	296	362	0.94	--	0	67	101	1e-21	length=781 	Family:IS3
ZS_1_scaffold11614_1	1003	18	67	ISDsh1	1326	1006	1055	0.9	--	0	50	60.0	6e-09	length=1003 	Family:IS3
ZS_1_scaffold12184_4	2486	1213	1265	ISThsp9	6215	4920	4868	0.9	--	0	53	65.9	2e-10	length=2486 	Family:Tn3
ZS_1_scaffold12184_5	716	639	698	ISSal1	2528	511	452	0.91	--	0	60	79.8	5e-15	length=716 	Family:IS66
ZS_1_scaffold126764_2	1142	793	893	IS1248B	830	669	769	0.91	--	0	101	129	9e-30	length=1142 	Family:IS5
ZS_1_scaffold130393_2	1876	1100	1174	ISDar2	1322	994	1068	0.92	--	0	75	101	3e-21	length=1876 	Family:IS4
ZS_1_scaffold130491_2	880	697	758	ISXo1	1156	540	601	0.9	--	0	62	75.8	9e-14	length=880 	Family:IS5
ZS_1_scaffold131417_2	2274	2096	2175	ISCARN81	1406	786	865	0.91	--	0	80	103	1e-21	length=2274 	Family:IS3
ZS_1_scaffold131620_2	715	261	312	ISAzo4	2757	2177	2126	0.9	--	0	52	63.9	3e-10	length=715 	Family:IS21
ZS_1_scaffold131743_2	1109	415	481	ISCARN85	816	448	382	0.94	--	0	67	101	2e-21	length=1109 	Family:IS5
ZS_1_scaffold135364_2	1415	886	935	IS476	1226	1028	979	0.98	--	0	50	91.7	2e-18	length=1415 	Family:IS3
ZS_1_scaffold135733_3	584	381	505	IS1051	1158	554	678	0.9	--	0	125	153	3e-37	length=584 	Family:IS5
ZS_1_scaffold135733_4	725	234	308	ISPpu21	1190	311	237	0.9	--	0.02	76	79.8	5e-15	length=725 	Family:IS5
ZS_1_scaffold137126_1	730	345	416	ISPfr7	1423	673	602	0.91	--	0	72	95.6	8e-20	length=730 	Family:ISL3
ZS_1_scaffold138397_2	664	209	269	ISOba2	1253	989	929	0.9	--	0	61	73.8	3e-13	length=664 	Family:IS3
ZS_1_scaffold138566_2	1106	600	668	ISApr13	1556	566	498	0.91	--	0	69	89.7	8e-18	length=1106 	Family:IS5
ZS_1_scaffold139136_1	2655	785	848	ISNme4	712	580	517	0.9	--	0	64	79.8	2e-14	length=2655 	Family:IS1595
ZS_1_scaffold14137_8	2282	1337	1408	IS476	1226	1029	958	0.95	--	0	72	119	2e-26	length=2282 	Family:IS3
ZS_1_scaffold142328_2	2421	2334	2420	TnAs3	18735	14611	14696	0.9	--	0.01	87	101	4e-21	length=2421 	Family:Tn3
ZS_1_scaffold143751_4	782	575	624	ISCARN80	1409	996	1045	0.9	--	0	50	60.0	5e-09	length=782 	Family:IS110
ZS_1_scaffold144935_2	818	142	225	ISAzo40	1694	1105	1188	0.91	--	0	84	111	2e-24	length=818 	Family:IS1380
ZS_1_scaffold1472_3	2086	1235	1307	IS1600	2520	856	784	0.91	--	0.02	74	83.8	9e-16	length=2086 	Family:IS21
ZS_1_scaffold148688_4	1730	300	388	ISAzs17	7252	3315	3403	0.91	--	0	89	113	8e-25	length=1730 	Family:Tn3
ZS_1_scaffold153612_2	562	320	393	ISCARN91	1432	898	825	0.91	--	0	74	99.6	4e-21	length=562 	Family:IS110
ZS_1_scaffold154789_2	1885	684	764	ISPosp7	1612	585	665	0.91	--	0	81	105	2e-22	length=1885 	Family:IS1380
ZS_1_scaffold156434_2	687	408	467	ISMasp6	834	424	483	0.95	--	0	60	95.6	8e-20	length=687 	Family:IS5
ZS_1_scaffold159613_3	849	2	849	ISSsp5	2501	640	1487	0.94	--	0	848	1324	0.0	length=849 	Family:IS21
ZS_1_scaffold160283_2	1499	133	219	ISXoo13	1312	1191	1105	0.9	--	0	87	109	1e-23	length=1499 	Family:ISL3
ZS_1_scaffold160343_1	1230	308	390	ISAzo18	1471	306	388	0.93	--	0	83	125	2e-28	length=1230 	Family:IS3
ZS_1_scaffold160343_1	1230	615	667	ISAzo18	1471	613	665	0.9	--	0	53	65.9	1e-10	length=1230 	Family:IS3
ZS_1_scaffold161123_1	965	490	560	ISCARN85	816	448	378	0.94	--	0	71	109	7e-24	length=965 	Family:IS5
ZS_1_scaffold16364_2	1504	174	223	ISCmi3	1459	1285	1236	0.9	--	0	50	60.0	9e-09	length=1504 	Family:IS30
ZS_1_scaffold16414_5	527	43	93	ISNieu4	842	454	404	0.9	--	0	51	61.9	8e-10	length=527 	Family:IS5
ZS_1_scaffold165195_2	978	25	80	ISRsp7	2024	818	873	0.92	--	0	56	79.8	6e-15	length=978 	Family:IS1380
ZS_1_scaffold166514_2	1090	401	450	IS1356	1354	745	696	0.92	--	0	50	67.9	3e-11	length=1090 	Family:IS256
ZS_1_scaffold166835_3	1422	1049	1103	ISMaq1	1194	947	1001	0.92	--	0	55	77.8	4e-14	length=1422 	Family:IS3
ZS_1_scaffold166920_3	3016	2054	2113	ISSsp4	2558	1631	1572	0.91	--	0	60	79.8	2e-14	length=3016 	Family:IS21
ZS_1_scaffold167057_2	662	193	250	ISBmu20	1158	535	592	0.91	--	0	58	75.8	7e-14	length=662 	Family:IS5
ZS_1_scaffold169751_3	627	500	585	IS1096	2259	113	29	0.91	--	0.01	86	107	2e-23	length=627 	Family:ISL3
ZS_1_scaffold170560_3	553	1	553	ISIde1	1448	743	1295	0.95	--	0	553	914	0.0	length=553 	Family:ISL3
ZS_1_scaffold170875_2	1487	1008	1083	ISIde1	1448	428	353	0.92	--	0	76	103	7e-22	length=1487 	Family:ISL3
ZS_1_scaffold170875_2	1487	574	631	ISIde1	1448	859	802	0.91	--	0	58	75.8	2e-13	length=1487 	Family:ISL3
ZS_1_scaffold178145_1	580	231	319	ISPkr1	2469	2329	2241	0.93	--	0	89	129	5e-30	length=580 	Family:IS21
ZS_1_scaffold178145_2	1490	57	107	ISCARN16	2594	2071	2021	0.9	--	0	51	61.9	2e-09	length=1490 	Family:IS21
ZS_1_scaffold179922_3	565	192	241	ISPth1	1054	466	417	0.92	--	0	50	67.9	1e-11	length=565 	Family:IS5
ZS_1_scaffold182623_5	724	329	379	ISPa40	6592	178	128	0.92	--	0	51	69.9	5e-12	length=724 	Family:Tn3
ZS_1_scaffold183786_2	685	622	677	ISRso8	1287	206	261	0.92	--	0	56	79.8	4e-15	length=685 	Family:IS3
ZS_1_scaffold184560_4	504	153	213	ISRel21	1200	191	131	0.9	--	0	61	73.8	2e-13	length=504 	Family:IS3
ZS_1_scaffold184890_2	594	536	591	ISApr12	1524	563	508	0.91	--	0	56	71.9	9e-13	length=594 	Family:IS5
ZS_1_scaffold185504_2	1025	52	104	ISCap1	1311	1040	988	0.9	--	0	53	65.9	1e-10	length=1025 	Family:ISAzo13
ZS_1_scaffold188340_2	536	473	536	TnAs2	8650	9	72	0.92	--	0	64	87.7	1e-17	length=536 	Family:Tn3
ZS_1_scaffold18848_11	884	1	669	ISTha2	1268	600	1268	0.95	--	0	669	1112	0.0	length=884 	Family:ISAs1
ZS_1_scaffold192790_3	759	464	547	ISMlu11	1434	1108	1191	0.9	--	0	84	103	3e-22	length=759 	Family:IS256
ZS_1_scaffold193570_4	558	169	230	ISCARN95	2610	2418	2357	0.9	--	0	62	75.8	6e-14	length=558 	Family:IS21
ZS_1_scaffold194151_2	541	1	541	ISPsp2	1416	1369	829	0.99	--	0	541	1049	0.0	length=541 	Family:ISL3
ZS_1_scaffold196834_4	3085	1	3085	ISPa38	6455	48	3132	1	--	0	3085	6116	0.0	length=3085 	Family:Tn3
ZS_1_scaffold200208_3	612	9	72	ISAzba6	1138	569	632	0.9	--	0	64	79.8	4e-15	length=612 	Family:IS630
ZS_1_scaffold2027_5	1553	268	318	ISMex36	1467	1304	1254	0.9	--	0	51	61.9	2e-09	length=1553 	Family:IS1182
ZS_1_scaffold203098_2	617	185	234	IS1601	1417	1219	1170	0.92	--	0	50	67.9	2e-11	length=617 	Family:IS256
ZS_1_scaffold204736_1	683	209	261	ISBcen26	1041	889	837	0.92	--	0	53	73.8	3e-13	length=683 	Family:IS481
ZS_1_scaffold208293_1	705	371	420	ISThsp13	1583	621	670	0.9	--	0	50	60.0	4e-09	length=705 	Family:IS1380
ZS_1_scaffold208847_2	758	232	314	ISAe1	1313	785	703	0.9	--	0	83	101	1e-21	length=758 	Family:ISL3
ZS_1_scaffold210882_2	655	579	652	ISNieu2	1265	405	332	0.91	--	0	74	99.6	5e-21	length=655 	Family:IS3
ZS_1_scaffold212023_2	1636	1050	1116	ISRme4	2469	567	501	0.91	--	0	67	85.7	2e-16	length=1636 	Family:IS21
ZS_1_scaffold212396_2	619	443	496	ISMex36	1467	1251	1304	0.9	--	0	54	67.9	2e-11	length=619 	Family:IS1182
ZS_1_scaffold212835_1	1677	252	334	ISBps1	1290	1087	1005	0.9	--	0	83	101	3e-21	length=1677 	Family:IS3
ZS_1_scaffold214365_1	598	117	186	ISHha2	1339	486	555	0.91	--	0	70	91.7	1e-18	length=598 	Family:IS5
ZS_1_scaffold215188_3	753	671	720	ISKra3	1287	971	1020	0.9	--	0	50	60.0	5e-09	length=753 	Family:ISAzo13
ZS_1_scaffold217091_2	649	43	97	TnXax1	8945	55	1	0.9	--	0	55	69.9	4e-12	length=649 	Family:Tn3
ZS_1_scaffold219472_6	549	159	549	ISSpma2	1422	930	540	0.91	--	0	391	521	1e-148	length=549 	Family:IS256
ZS_1_scaffold221059_1	1052	611	703	ISRsp7	2024	752	844	0.9	--	0	93	113	5e-25	length=1052 	Family:IS1380
ZS_1_scaffold2221_16	961	453	500	ISRta4	1915	17	67	0.9	--	0.05	51	58.0	2e-08	length=961 	Family:IS110
ZS_1_scaffold222452_6	1803	1027	1080	ISPst3	2606	721	668	0.92	--	0	54	75.8	2e-13	length=1803 	Family:IS21
ZS_1_scaffold224878_2	517	351	417	ISPko7	1140	324	390	0.91	--	0	67	85.7	5e-17	length=517 	Family:IS110
ZS_1_scaffold225412_1	851	438	487	ISVsp19	1802	1312	1263	0.9	--	0	50	60.0	5e-09	length=851 	Family:IS1380
ZS_1_scaffold229338_2	679	112	164	ISStma11	4621	2804	2856	0.9	--	0	53	65.9	7e-11	length=679 	Family:ISL3
ZS_1_scaffold230057_1	698	640	698	ISPa40	6592	5943	5885	0.96	--	0	59	101	1e-21	length=698 	Family:Tn3
ZS_1_scaffold230057_1	698	90	142	ISPa40	6592	6490	6438	0.92	--	0	53	73.8	3e-13	length=698 	Family:Tn3
ZS_1_scaffold231041_2	574	482	531	IS6120	1486	659	708	0.9	--	0	50	60.0	3e-09	length=574 	Family:IS256
ZS_1_scaffold231078_2	1306	434	501	ISRtr2	1321	879	812	0.91	--	0	68	87.7	4e-17	length=1306 	Family:IS3
ZS_1_scaffold231313_2	569	277	327	IS476	1226	963	1013	0.9	--	0	51	61.9	9e-10	length=569 	Family:IS3
ZS_1_scaffold231897_2	688	573	626	ISR1	1259	1005	952	0.9	--	0	54	67.9	2e-11	length=688 	Family:IS3
ZS_1_scaffold232540_2	749	4	67	ISAzo14	1925	381	318	0.95	--	0	64	103	3e-22	length=749 	Family:IS1634
ZS_1_scaffold233047_2	598	527	586	ISPpu17	1066	865	924	0.91	--	0	60	79.8	4e-15	length=598 	Family:IS30
ZS_1_scaffold233304_2	1205	267	342	ISOba2	1253	1005	930	0.9	--	0	76	95.6	1e-19	length=1205 	Family:IS3
ZS_1_scaffold233465_2	943	246	320	ISOba1	1271	217	291	0.92	--	0	75	101	2e-21	length=943 	Family:IS3
ZS_1_scaffold235306_1	614	348	397	TnXo19	18767	3841	3890	0.92	--	0	50	67.9	2e-11	length=614 	Family:Tn3
ZS_1_scaffold23584_2	1162	1095	1154	ISBusp2	1349	325	384	0.96	--	0	60	103	5e-22	length=1162 	Family:IS5
ZS_1_scaffold236256_1	555	1	555	ISPa38	6455	4130	4684	0.91	--	0	555	712	0.0	length=555 	Family:Tn3
ZS_1_scaffold236692_1	1240	827	876	ISBcen19	2450	2195	2146	0.9	--	0	50	60.0	8e-09	length=1240 	Family:IS66
ZS_1_scaffold237510_1	1507	813	877	ISMex37	1510	1229	1165	0.95	--	0	65	105	2e-22	length=1507 	Family:IS3
ZS_1_scaffold238885_1	1357	247	302	ISAli4	1324	1118	1063	0.91	--	0	56	71.9	2e-12	length=1357 	Family:IS3
ZS_1_scaffold241071_4	807	672	751	ISMch3	1510	1149	1228	0.9	--	0	80	95.6	9e-20	length=807 	Family:IS3
ZS_1_scaffold241257_1	802	1	787	ISPbe1	1200	801	15	0.93	--	0	787	1146	0.0	length=802 	Family:IS3
ZS_1_scaffold242219_7	6415	603	1579	ISVsa3	977	1	977	1	--	0	977	1937	0.0	length=6415 	Family:IS91
ZS_1_scaffold243021_3	715	663	715	TnShfr1	5131	3087	3035	0.96	--	0	53	89.7	5e-18	length=715 	Family:Tn3
ZS_1_scaffold24447_2	1627	247	318	ISVei6	1688	1391	1320	0.9	--	0	72	87.7	4e-17	length=1627 	Family:IS1182
ZS_1_scaffold244636_3	2444	1355	1416	ISMex27	2493	1097	1036	0.9	--	0	62	75.8	3e-13	length=2444 	Family:IS21
ZS_1_scaffold244950_4	817	9	97	ISFlsp1	2669	795	884	0.9	--	0.01	90	99.6	6e-21	length=817 	Family:IS21
ZS_1_scaffold247551_4	568	509	568	ISPpu19	2377	479	420	0.9	--	0	60	71.9	9e-13	length=568 	Family:IS66
ZS_1_scaffold249570_2	1012	651	1012	ISAzo40	1694	1694	1333	0.93	--	0	362	543	1e-154	length=1012 	Family:IS1380
ZS_1_scaffold249805_3	707	251	307	IS66	2556	799	743	0.91	--	0	57	73.8	3e-13	length=707 	Family:IS66
ZS_1_scaffold250524_1	985	832	889	ISAcp2	1025	824	881	0.91	--	0	58	75.8	1e-13	length=985 	Family:IS481
ZS_1_scaffold251269_1	1472	1	1472	IS1071	3201	1461	2932	1	--	0	1472	2918	0.0	length=1472 	Family:Tn3
ZS_1_scaffold251771_2	669	2	52	ISStag2	1035	635	585	0.92	--	0	51	69.9	4e-12	length=669 	Family:IS481
ZS_1_scaffold252226_1	598	270	325	ISTdr1	1384	1141	1086	0.94	--	0	56	87.7	2e-17	length=598 	Family:IS256
ZS_1_scaffold252347_1	885	500	549	ISTvi2	1648	1265	1314	0.9	--	0	50	60.0	5e-09	length=885 	Family:IS1182
ZS_1_scaffold252978_2	692	636	692	IS1071	3201	3112	3168	0.96	--	0	57	97.6	2e-20	length=692 	Family:Tn3
ZS_1_scaffold253916_1	1097	1	191	ISAzo40	1694	1088	898	0.91	--	0	191	244	2e-64	length=1097 	Family:IS1380
ZS_1_scaffold254706_3	551	1	221	IS1247	1672	1452	1672	0.99	--	0	221	430	1e-121	length=551 	Family:IS1380
ZS_1_scaffold254745_2	610	1	582	ISKpn23	1671	1087	1668	0.99	--	0	582	1138	0.0	length=610 	Family:IS1380
ZS_1_scaffold256192_1	1762	134	195	TnXo19	18767	3649	3710	0.95	--	0	62	99.6	1e-20	length=1762 	Family:Tn3
ZS_1_scaffold256192_3	951	64	118	TnXo19	18767	5817	5871	0.9	--	0	55	69.9	6e-12	length=951 	Family:Tn3
ZS_1_scaffold256926_3	621	80	251	ISStma11	4621	1958	1787	0.9	--	0	172	214	1e-55	length=621 	Family:ISL3
ZS_1_scaffold257525_2	1255	862	944	ISMex37	1510	1165	1247	0.91	--	0	83	109	9e-24	length=1255 	Family:IS3
ZS_1_scaffold259987_2	724	622	683	ISRpa9	1539	971	1032	0.91	--	0	62	83.8	3e-16	length=724 	Family:IS5
ZS_1_scaffold260070_2	820	742	817	ISPst13	1512	1510	1435	0.9	--	0	76	95.6	9e-20	length=820 	Family:IS1182
ZS_1_scaffold260207_2	971	10	75	IS1479	1154	543	608	0.92	--	0	66	91.7	2e-18	length=971 	Family:IS5
ZS_1_scaffold260276_2	551	204	254	ISRme4	2469	668	718	0.96	--	0	51	85.7	6e-17	length=551 	Family:IS21
ZS_1_scaffold260405_1	596	439	489	ISMxa2	1244	999	949	0.9	--	0	51	61.9	9e-10	length=596 	Family:IS3
ZS_1_scaffold260782_2	825	1	825	ISSpma2	1422	1064	240	1	--	0	825	1635	0.0	length=825 	Family:IS256
ZS_1_scaffold261066_1	633	574	633	ISAnsp11	1510	1217	1158	0.9	--	0	60	71.9	1e-12	length=633 	Family:IS3
ZS_1_scaffold261109_3	1270	422	472	ISPa27	1361	829	879	0.96	--	0	51	85.7	1e-16	length=1270 	Family:IS256
ZS_1_scaffold261738_3	511	183	265	ISAzs17	7252	3403	3321	0.9	--	0	83	101	9e-22	length=511 	Family:Tn3
ZS_1_scaffold261932_1	519	399	472	ISVsp13	1503	1077	1004	0.9	--	0	74	91.7	9e-19	length=519 	Family:IS3
ZS_1_scaffold261960_5	1479	62	175	ISTha1	1301	1243	1130	0.92	--	0	114	155	2e-37	length=1479 	Family:ISAs1
ZS_1_scaffold262923_3	853	435	484	ISMch1	1294	892	941	0.9	--	0	50	60.0	5e-09	length=853 	Family:IS3
ZS_1_scaffold263433_1	538	2	174	TnAs2	8650	2155	1983	0.9	--	0	173	208	6e-54	length=538 	Family:Tn3
ZS_1_scaffold263668_1	606	63	207	ISPa40	6592	5784	5928	0.9	--	0	145	176	2e-44	length=606 	Family:Tn3
ZS_1_scaffold264100_2	797	175	225	ISAzo6	1925	1360	1310	0.94	--	0	51	77.8	2e-14	length=797 	Family:IS1634
ZS_1_scaffold264158_1	1159	499	603	IS1394	1100	617	513	0.9	--	0	105	129	9e-30	length=1159 	Family:IS30
ZS_1_scaffold264276_3	620	99	190	ISMca5	1390	469	378	0.9	--	0	92	111	1e-24	length=620 	Family:IS256
ZS_1_scaffold264577_1	649	422	646	TnAs2	8650	1	225	0.91	--	0	225	295	4e-80	length=649 	Family:Tn3
ZS_1_scaffold264577_3	1161	1	680	TnAs2	8650	508	1187	0.91	--	0	680	880	0.0	length=1161 	Family:Tn3
ZS_1_scaffold264577_3	1161	1055	1161	TnAs2	8650	1980	2086	0.91	--	0	107	141	2e-33	length=1161 	Family:Tn3
ZS_1_scaffold264939_1	1520	7	738	ISUnCu17	1481	1477	745	0.94	--	0	734	1116	0.0	length=1520 	Family:IS1182
ZS_1_scaffold264939_1	1520	804	1488	ISUnCu17	1481	685	1	0.94	--	0	685	1049	0.0	length=1520 	Family:IS1182
ZS_1_scaffold264939_2	540	1	540	ISAzo17	2095	1970	1431	0.97	--	0	540	952	0.0	length=540 	Family:IS21
ZS_1_scaffold264939_4	830	1	830	ISAzo17	2095	1047	218	0.97	--	0	830	1479	0.0	length=830 	Family:IS21
ZS_1_scaffold264940_1	877	1	877	ISAzo17	2095	218	1094	0.97	--	0	877	1548	0.0	length=877 	Family:IS21
ZS_1_scaffold265509_2	2606	484	548	ISMdi25	1601	1184	1120	0.92	--	0	65	89.7	2e-17	length=2606 	Family:IS30
ZS_1_scaffold265588_1	529	249	311	ISPa27	1361	163	225	0.9	--	0	63	77.8	1e-14	length=529 	Family:IS256
ZS_1_scaffold265634_1	1396	223	275	ISRhru4	1411	1211	1159	0.92	--	0	53	73.8	6e-13	length=1396 	Family:IS256
ZS_1_scaffold266594_2	775	568	629	ISMdi25	1601	1121	1182	0.91	--	0	62	83.8	3e-16	length=775 	Family:IS30
ZS_1_scaffold266915_2	1173	719	785	ISCARN64	1258	1011	1077	0.91	--	0	67	85.7	1e-16	length=1173 	Family:IS3
ZS_1_scaffold267002_2	1369	153	217	ISNha3	1631	1201	1137	0.9	--	0	65	81.8	2e-15	length=1369 	Family:IS1380
ZS_1_scaffold267088_3	2151	2	510	ISSsp2	1511	1003	1511	0.9	--	0	509	628	1e-180	length=2151 	Family:IS3
ZS_1_scaffold267524_1	594	251	312	ISAli4	1324	311	372	0.91	--	0	62	83.8	2e-16	length=594 	Family:IS3
ZS_1_scaffold267800_1	536	79	132	ISStma13	1216	1026	973	0.9	--	0	54	67.9	1e-11	length=536 	Family:IS3
ZS_1_scaffold267952_2	703	1	52	ISKpn11	1290	617	668	0.9	--	0	52	63.9	3e-10	length=703 	Family:IS3
ZS_1_scaffold268330_2	1211	312	380	ISMdi6	1466	539	471	0.91	--	0	69	89.7	8e-18	length=1211 	Family:IS1182
ZS_1_scaffold2686_1	509	7	509	ISAzo14	1925	392	894	0.93	--	0	503	720	0.0	length=509 	Family:IS1634
ZS_1_scaffold2686_5	526	2	455	ISAzo14	1925	1472	1925	0.94	--	0	454	686	0.0	length=526 	Family:IS1634
ZS_1_scaffold269023_1	905	108	182	ISMdi13	1416	14	88	0.97	--	0	75	133	5e-31	length=905 	Family:IS256
ZS_1_scaffold269365_1	652	1	606	IS1411	1419	606	1	1	--	0	606	1201	0.0	length=652 	Family:ISL3
ZS_1_scaffold269763_2	2180	242	321	ISCARN15	2427	572	651	0.92	--	0	80	111	4e-24	length=2180 	Family:IS66
ZS_1_scaffold269975_1	898	1	867	ISKpn23	1671	867	1	1	--	0	867	1719	0.0	length=898 	Family:IS1380
ZS_1_scaffold270255_3	585	452	512	ISAav1	2532	2177	2237	0.91	--	0	61	81.8	1e-15	length=585 	Family:IS21
ZS_1_scaffold270325_1	787	670	752	ISPca2	1218	707	789	0.9	--	0	83	101	1e-21	length=787 	Family:IS3
ZS_1_scaffold270811_2	675	215	279	ISAzo41	1158	601	665	0.92	--	0	65	89.7	5e-18	length=675 	Family:IS5
ZS_1_scaffold271037_2	997	53	112	ISBj3	1284	961	902	0.9	--	0	60	71.9	2e-12	length=997 	Family:IS3
ZS_1_scaffold271207_1	1172	448	502	ISRjo2	1147	702	648	0.9	--	0	55	69.9	7e-12	length=1172 	Family:IS630
ZS_1_scaffold271537_2	919	487	536	ISMfu1	1293	410	361	0.92	--	0	50	67.9	2e-11	length=919 	Family:ISAzo13
ZS_1_scaffold271582_2	785	1	753	IS1166	1469	718	1469	0.99	--	0	753	1477	0.0	length=785 	Family:IS256
ZS_1_scaffold271766_2	1131	799	854	ISMch3	1510	1170	1225	0.91	--	0	56	71.9	2e-12	length=1131 	Family:IS3
ZS_1_scaffold271791_2	1038	979	1038	ISThsp5	2652	2330	2271	0.91	--	0	60	79.8	7e-15	length=1038 	Family:IS21
ZS_1_scaffold271795_2	683	359	420	ISPosp4	1328	1013	1074	0.91	--	0	62	83.8	3e-16	length=683 	Family:IS4
ZS_1_scaffold271988_1	890	1	196	ISMpe1	1295	1100	1295	1	--	0	196	389	1e-108	length=890 	Family:IS3
ZS_1_scaffold272171_2	683	506	558	ISThu1	1637	913	965	0.92	--	0	53	73.8	3e-13	length=683 	Family:IS1182
ZS_1_scaffold272283_1	1129	903	953	ISMlo4	1239	1011	1061	0.9	--	0	51	61.9	2e-09	length=1129 	Family:IS3
ZS_1_scaffold272397_1	530	427	476	IS2000	1186	606	655	0.9	--	0	50	60.0	3e-09	length=530 	Family:IS5
ZS_1_scaffold272397_2	774	166	217	ISXfu1	1162	914	965	0.9	--	0	52	63.9	3e-10	length=774 	Family:IS5
ZS_1_scaffold272471_1	550	493	550	ISAav5	1023	484	541	0.94	--	0	58	91.7	9e-19	length=550 	Family:IS481
ZS_1_scaffold272471_2	526	276	332	ISCte4	1019	819	875	0.91	--	0	57	73.8	2e-13	length=526 	Family:IS481
ZS_1_scaffold272482_1	1141	799	855	ISRso8	1287	527	471	0.91	--	0	57	73.8	5e-13	length=1141 	Family:IS3
ZS_1_scaffold272487_1	1553	241	302	ISMdi7	2568	1393	1332	0.9	--	0	62	75.8	2e-13	length=1553 	Family:IS21
ZS_1_scaffold272551_2	1311	904	962	ISAzsp1	1309	361	303	0.91	--	0	59	77.8	3e-14	length=1311 	Family:IS3
ZS_1_scaffold272580_2	755	376	428	ISPfr12	1350	1060	1112	0.9	--	0	53	65.9	7e-11	length=755 	Family:IS3
ZS_1_scaffold272618_1	628	520	578	ISAfe3	1560	439	497	0.93	--	0	59	85.7	7e-17	length=628 	Family:IS110
ZS_1_scaffold272659_1	1666	1176	1251	ISGosp1	1642	1163	1238	0.93	--	0	76	111	3e-24	length=1666 	Family:IS1380
ZS_1_scaffold272659_1	1666	982	1038	ISGosp1	1642	963	1019	0.91	--	0	57	73.8	7e-13	length=1666 	Family:IS1380
ZS_1_scaffold272703_1	1595	1177	1342	ISPfr3	1457	1252	1417	0.9	--	0	166	202	1e-51	length=1595 	Family:ISL3
ZS_1_scaffold272727_1	1906	697	756	ISFlsp1	2669	1439	1499	0.93	--	0.01	61	81.8	3e-15	length=1906 	Family:IS21
ZS_1_scaffold3458_16	4906	675	757	ISAzs17	7252	3321	3403	0.91	--	0	83	109	4e-23	length=4906 	Family:Tn3
ZS_1_scaffold3569_1	513	1	513	ISSsp5	2501	1793	2305	0.95	--	0	513	842	0.0	length=513 	Family:IS21
ZS_1_scaffold3910_3	1488	1	1488	TnAs3	18735	4786	6273	1	--	0	1488	2950	0.0	length=1488 	Family:Tn3
ZS_1_scaffold4102_3	559	316	559	ISAzo10	1669	767	1010	0.94	--	0	244	373	1e-103	length=559 	Family:IS3
ZS_1_scaffold4102_3	559	1	245	ISAzo10	1669	452	696	0.92	--	0	245	343	2e-94	length=559 	Family:IS3
ZS_1_scaffold4392_2	546	1	489	ISAzo40	1694	1197	709	0.93	--	0	489	700	0.0	length=546 	Family:IS1380
ZS_1_scaffold44203_2	1977	179	1824	ISSp1	1646	1	1646	0.99	--	0	1646	3255	0.0	length=1977 	Family:IS1380
ZS_1_scaffold4581_1	960	128	960	ISPps1	1863	1863	1031	0.98	--	0	833	1594	0.0	length=960 	Family:IS91
ZS_1_scaffold4581_3	588	1	588	ISPps1	1863	964	377	0.98	--	0	588	1102	0.0	length=588 	Family:IS91
ZS_1_scaffold462_6	2893	2775	2842	ISMpe1	1295	398	331	0.91	--	0	68	87.7	8e-17	length=2893 	Family:IS3
ZS_1_scaffold462_6	2893	2101	2156	ISMpe1	1295	1075	1020	0.91	--	0	56	71.9	5e-12	length=2893 	Family:IS3
ZS_1_scaffold4787_1	707	291	362	ISAzsp1	1309	291	362	0.9	--	0	72	87.7	2e-17	length=707 	Family:IS3
ZS_1_scaffold4787_2	575	342	391	ISGdi14	1318	1052	1101	0.9	--	0	50	60.0	3e-09	length=575 	Family:IS3
ZS_1_scaffold5042_4	500	168	223	ISThsp10	2501	1461	1406	0.91	--	0	56	71.9	8e-13	length=500 	Family:IS21
ZS_1_scaffold50814_3	602	434	511	ISPa63	2654	2276	2353	0.91	--	0	78	99.6	4e-21	length=602 	Family:IS21
ZS_1_scaffold57801_2	1550	1188	1252	ISMaq7	1379	1076	1140	0.9	--	0	65	81.8	3e-15	length=1550 	Family:IS256
ZS_1_scaffold586_2	790	2	790	ISPa38	6455	3557	4345	0.91	--	0	789	1033	0.0	length=790 	Family:Tn3
