Query_id	Query_length	Query_start	Query_end	Subject_id	Subject_length	Subject_start	Subject_end	Identity	Positive	Gap	Align_length	Score	E_value	Query_annotation	Subject_annotation
ZS_9_C8425369_1	555	503	555	AP012280.1_cds_BAK87755.1_863	1200	1	53	0.96	--	0	53	89.7	6e-19	length=555 	[gene=NCGM2_0872] [protein=integrase] [protein_id=BAK87755.1]
ZS_9_C8434289_1	565	48	130	BX248359.1_cds_CAE50479.1_246	666	584	666	1	--	0	83	165	1e-41	length=565 	[gene=DIP1947] [protein=integrase] [protein_id=CAE50479.1]
ZS_9_C8503615_1	671	550	666	CP000089.1_cds_Daro_1324_1315	1236	599	483	0.9	--	0	117	145	1e-35	length=671 	[gene=Daro_1324] [protein=Phage integrase] [protein_id=AAZ46074.1]
ZS_9_C8517808_1	702	155	702	AB983593.1_cds_BAP46413.1_9	1524	1	548	1	--	0	548	1086	0.0	length=702 	[gene=istA] [protein=integrase catalytic subunit] [protein_id=BAP46413.1]
ZS_9_C8544372_1	778	667	732	CP011370.1_cds_YH69_33720_21	1509	552	617	0.96	--	0	66	115	2e-26	length=778 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_9_C8547650_1	789	528	631	AB258273.1_cds_BAE93651.1_1	714	580	683	0.9	--	0	104	127	4e-30	length=789 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93651.1]
ZS_9_C8561874_1	844	712	844	CP000089.1_cds_Daro_1324_1315	1236	393	525	0.96	--	0	133	224	3e-59	length=844 	[gene=Daro_1324] [protein=Phage integrase] [protein_id=AAZ46074.1]
ZS_9_C8566608_1	865	3	733	CP000089.1_cds_Daro_2336_2313	1281	538	1268	0.9	--	0	731	902	0.0	length=865 	[gene=Daro_2336] [protein=Phage integrase] [protein_id=AAZ47072.1]
ZS_9_C8571290_1	888	261	320	CP014646.1_cds_AC731_03660_711	849	726	667	0.91	--	0	60	79.8	1e-15	length=888 	[gene=AC731_003660] [protein=integrase] [protein_id=AMO36112.1]
ZS_9_C8619974_1	1371	26	99	AP014651.1_cds_BAQ38021.1_1389	1257	1109	1182	0.91	--	0	74	99.6	2e-21	length=1371 	[gene=PA257_1403] [protein=integrase] [protein_id=BAQ38021.1]
ZS_9_C8642816_1	2733	1804	1857	CP011370.1_cds_YH69_33720_21	1509	615	562	0.92	--	0	54	75.8	5e-14	length=2733 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_9_C8644026_1	3025	509	566	AY928788.1_cds_AAX14926.1_2	1020	419	476	0.91	--	0	58	75.8	5e-14	length=3025 	[gene=intI] [protein=integrase] [protein_id=AAX14926.1]
ZS_9_C8644650_1	3222	1	101	CP001232.1_cds_pO103_85_79	1119	1019	1119	0.98	--	0	101	184	8e-47	length=3222 	[gene=intI1] [protein=class 1 integron integrase protein IntI1] [protein_id=ACJ63570.1]
ZS_9_scaffold101202_1	3052	874	930	CP011370.1_cds_YH69_33720_21	1509	559	615	0.92	--	0	57	81.8	9e-16	length=3052 	[gene=YH69_33720] [protein=integrase] [protein_id=AKG03016.1]
ZS_9_scaffold12658_1	582	1	582	CP001715.1_cds_CAP2UW1_1810_1736	918	688	107	0.98	--	0	582	1082	0.0	length=582 	[gene=CAP2UW1_1810] [protein=integrase family protein] [protein_id=ACV35111.1]
ZS_9_scaffold13872_1	1921	1	1288	CP008739.2_cds_AID83695.2_1737	1305	1	1288	1	--	0	1288	2553	0.0	length=1921 	[gene=P797_10085] [protein=integrase] [protein_id=AID83695.2]
ZS_9_scaffold17368_1	5887	351	1553	CP000450.1_cds_Neut_0680_659	1203	1	1203	1	--	0	1203	2385	0.0	length=5887 	[gene=Neut_0680] [protein=phage integrase family protein] [protein_id=ABI58952.1]
ZS_9_scaffold20037_2	2711	246	773	AP014651.1_cds_BAQ39236.1_2604	528	1	528	0.98	--	0	528	999	0.0	length=2711 	[gene=PA257_2636] [protein=integrase regulator r protein] [protein_id=BAQ39236.1]
ZS_9_scaffold234773_2	7506	6970	7022	AY129392.1_cds_AAN16061.1_1	963	452	400	0.9	--	0.03	54	52.0	2e-06	length=7506 	[protein=integron integrase] [protein_id=AAN16061.1]
ZS_9_scaffold238491_1	985	518	572	CP001715.1_cds_CAP2UW1_4255_4121	267	35	89	0.9	--	0	55	69.9	1e-12	length=985 	[gene=CAP2UW1_4255] [protein=integrase, catalytic region] [protein_id=ACV37496.1]
ZS_9_scaffold252360_1	1968	1041	1093	CP008798.1_cds_KPNIH24_26605_30	1716	961	1013	0.94	--	0	53	81.8	5e-16	length=1968 	[gene=KPNIH24_26605] [protein=integrase] [protein_id=AID98702.1]
ZS_9_scaffold289468_1	562	393	457	CP000450.1_cds_Neut_0006_6	1854	1223	1159	0.9	--	0	65	81.8	2e-16	length=562 	[gene=Neut_0006] [protein=phage integrase family protein] [protein_id=ABI58299.1]
ZS_9_scaffold295128_1	842	4	842	CP001715.1_cds_CAP2UW1_1822_1748	1023	1023	182	0.98	--	0	842	1562	0.0	length=842 	[gene=CAP2UW1_1822] [protein=integron integrase] [protein_id=ACV35123.1]
ZS_9_scaffold29926_2	1628	1067	1116	CP003209.1_cds_CDBH8_0750_748	1440	1243	1292	0.92	--	0	50	67.9	7e-12	length=1628 	[gene=CDBH8_0750] [protein=integrase catalytic subunit] [protein_id=AEX48275.1]
ZS_9_scaffold308087_3	529	1	525	CP001715.1_cds_CAP2UW1_0532_507	741	695	171	0.96	--	0	525	898	0.0	length=529 	[gene=CAP2UW1_0532] [protein=integrase family protein] [protein_id=ACV33882.1]
ZS_9_scaffold333121_1	1516	219	839	CP001715.1_cds_CAP2UW1_0204_187	666	46	666	0.99	--	0	621	1215	0.0	length=1516 	[gene=CAP2UW1_0204] [protein=integrase family protein] [protein_id=ACV33562.1]
ZS_9_scaffold359278_1	538	4	524	CP000089.1_cds_Daro_2336_2313	1281	521	1	0.9	--	0	521	652	0.0	length=538 	[gene=Daro_2336] [protein=Phage integrase] [protein_id=AAZ47072.1]
ZS_9_scaffold391137_2	664	1	541	CP008798.1_cds_KPNIH24_26700_49	1269	710	1250	0.92	--	0	541	731	0.0	length=664 	[gene=KPNIH24_26700] [protein=integrase] [protein_id=AID98721.1]
ZS_9_scaffold418830_1	604	62	131	AB258261.1_cds_BAE93639.1_1	486	413	482	0.9	--	0	70	83.8	4e-17	length=604 	[gene=IntI] [protein=integron integrase] [frame=3] [partial=5',3'] [protein_id=BAE93639.1]
ZS_9_scaffold425106_1	864	1	860	CP000089.1_cds_Daro_2526_2500	1446	947	88	0.93	--	0	860	1292	0.0	length=864 	[gene=Daro_2526] [protein=Phage integrase] [protein_id=AAZ47259.1]
ZS_9_scaffold429894_1	1198	1045	1152	CP013924.1_cds_KBNAB1_1340_1313	471	471	364	1	--	0	108	214	3e-56	length=1198 	[gene=KBNAB1_1340] [protein=IntI1 integrase] [protein_id=ALX98896.1]
ZS_9_scaffold432627_1	1805	373	500	CP009883.1_cds_PSNIH1_19520_38	1200	1112	985	0.91	--	0	128	167	1e-41	length=1805 	[gene=PSNIH1_19520] [protein=integrase] [protein_id=AIX52427.1]
ZS_9_scaffold438_1	561	451	561	CP001715.1_cds_CAP2UW1_4255_4121	267	223	113	0.97	--	0	111	196	4e-51	length=561 	[gene=CAP2UW1_4255] [protein=integrase, catalytic region] [protein_id=ACV37496.1]
ZS_9_scaffold439387_1	2052	1	1021	AB983593.1_cds_BAP46413.1_9	1524	504	1524	1	--	0	1021	2024	0.0	length=2052 	[gene=istA] [protein=integrase catalytic subunit] [protein_id=BAP46413.1]
ZS_9_scaffold49970_1	569	201	251	CP007620.1_cds_DW66_5885_5852	1515	423	373	0.9	--	0	51	61.9	1e-10	length=569 	[gene=DW66_5885] [protein=integrase] [protein_id=AHZ80379.1]
